campo_64;campo_34;campo_36;campo_38;campo_53;campo_80;campo_39;campo_62;campo_61;campo_100;campo_22;campo_75;campo_70;campo_71;campo_72;campo_73;campo_69;campo_68;campo_84;campo_83;campo_74;campo_87;campo_86;campo_85;campo_94;campo_93;campo_7;campo_35;campo_37;campo_91;campo_101;campo_92;campo_26;campo_23;campo_97;campo_10;campo_11;campo_12;campo_13;campo_51;campo_81;campo_77;campo_76;campo_78;campo_79;campo_95;campo_46;campo_20;campo_2;campo_104;campo_60_cat;Presenta_union
Bajo;ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES;0.0;0.0;0.0;12530456.0;5.0;4.0;24.0;0.0;1.0;58247426.0;180887082.0;209182510.0;191909527.0;0.0;0.0;824430.0;43839117.0;131500381.0;131500381.0;7480234.0;22188118.0;5459.0;37926742.0;116779565.0;0.0;0.0;0.0;5.0;12.0;36.0;4511974400.0;91086320.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;38729616.0;38729616.0;29413838.0;12530456.0;126377350.0;ACTEMP;PERSONA JURIDICA COMERCIAL;0.0;4.0;3;1
Bajo;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;49800.0;42891335.0;52599057.0;53048965.0;0.0;86874.0;0.0;0.0;260978.0;0.0;86124.0;0.0;0.0;494813.0;0.0;0.0;0.0;0.0;0.0;11.0;2.0;1001062392.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;211178.0;-9266946.0;0.0;ACTMAS3;PERSONA JURIDICA COMERCIAL;0.0;20.0;5;1
Bajo;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;0.0;0.0;0.0;2145366.0;2.0;0.0;0.0;0.0;5.0;0.0;160015873.0;169015873.0;165721632.0;0.0;0.0;339963.0;1252483.0;5000000.0;5000000.0;225038.0;0.0;0.0;1252555.0;0.0;0.0;0.0;0.0;1.0;12.0;2.0;5714938432.0;460287776.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1440454.0;2145366.0;5000000.0;INMO;PERSONA JURIDICA COMERCIAL;0.0;14.0;5;1
Alto;ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.;0.0;0.0;1.0;0.0;5.0;0.0;4.0;0.0;0.0;194883055.0;78748788.0;112958625.0;295585627.0;0.0;3759410.0;0.0;21307880.0;42859616.0;42859616.0;996695.0;0.0;0.0;5323578.0;0.0;1.0;0.0;0.0;0.0;12.0;43.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;17129314.0;17129314.0;-182514801.0;-182627002.0;40716635.0;ACTEMP;PERSONA NATURAL;1.0;29.0;6;1
Bajo;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;0.0;0.0;0.0;0.0;3.0;66.0;27.0;0.0;1.0;1354661815.0;0.0;0.0;0.0;0.0;0.0;0.0;505287059.0;1371411574.0;1371411574.0;272301607.0;0.0;133418235.0;2006019477.0;889872.0;0.0;0.0;0.0;1.0;12.0;117.0;0.0;12014185472.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;505287059.0;505287059.0;-1203605590.0;-555005428.0;0.0;INMO;PERSONA JURIDICA COMERCIAL;1.0;7.0;4;1
Alto;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;1.0;1.0;0.0;321906511.0;2.0;1.0;57.0;0.0;2.0;0.0;12774610590.0;12420795260.0;12309707178.0;0.0;0.0;88305394.0;2271919.0;113360001.0;113360001.0;329932824.0;0.0;1389831.0;1727646235.0;0.0;0.0;2.0;2.0;0.0;12.0;47.0;72643555328.0;1208788096.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;111088082.0;321906511.0;0.0;INMO;PERSONA JURIDICA COMERCIAL;0.0;4.0;3;1
Bajo;ACTIVIDADES DE SEGURIDAD PRIVADA;0.0;0.0;0.0;0.0;5.0;0.0;15.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;5881840.0;0.0;0.0;0.0;0.0;114011333.0;0.0;55753.0;606221317.0;0.0;0.0;0.0;0.0;1.0;12.0;19.0;8047318272.0;2204711936.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;31000000.0;SSPERS;PERSONA JURIDICA COMERCIAL;0.0;12.0;5;1
Bajo;SR;0.0;0.0;0.0;12863479.0;0.0;0.0;0.0;0.0;4.0;0.0;614787394.0;676063821.0;665950904.0;0.0;0.0;3528709.0;11858886.0;11182883.0;11182883.0;50641.0;0.0;0.0;980777.0;0.0;0.0;0.0;0.0;0.0;12.0;5.0;1463171832.0;914318912.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10112917.0;12863479.0;0.0;TGIRO;PERSONA JURIDICA COMERCIAL;1.0;14.0;5;1
Bajo;ACTIVIDADES DE OTRAS ASOCIACIONES;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ACTMAS3;SIN PER. JURIDICA;1.0;8.0;4;0
Bajo;ACTIVIDADES DE APOYO AL TRANSPORTE;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;25458195.0;56510722.0;56127500.0;0.0;0.0;0.0;8818291.0;9201513.0;8818291.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;12.0;2.0;2018747008.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;383222.0;-34656796.0;0.0;OPLOG;PERSONA JURIDICA COMERCIAL;1.0;8.0;4;1
Alto;ACTIVIDADES DE CONSULTORIA DE GESTION;0.0;0.0;0.0;320400306.0;3.0;114.0;82.0;0.0;3.0;481405272.0;1515142938.0;1747142938.0;1681281860.0;86207739.0;35307948.0;0.0;1245216378.0;1832125608.0;1657588701.0;234213377.0;3193277.0;107254475.0;1305651311.0;16806723.0;1.0;0.0;0.0;7.0;12.0;225.0;1321994752.0;568270784.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;450524333.0;450524333.0;98789331.0;320400306.0;1656248839.0;ACTEMP;PERSONA JURIDICA COMERCIAL;1.0;9.0;4;1
Bajo;VENTA AL POR MENOR NO REALIZADA EN COMERCIOS, PUESTOS DE VENTA O MERCADOS;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;2.0;0.0;34604096.0;34845553.0;36214135.0;0.0;0.0;0.0;653218.0;0.0;0.0;74694.0;0.0;3182.0;393128.0;0.0;1.0;0.0;0.0;0.0;12.0;7.0;69865260.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-422854.0;-1368582.0;0.0;MINO;PERSONA JURIDICA COMERCIAL;1.0;10.0;5;1
Bajo;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;3130852453.0;6331798840.0;6525828390.0;0.0;0.0;0.0;468589463.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;11590856448.0;10864119808.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-194029550.0;0.0;0.0;SOCINV;PERSONA JURIDICA COMERCIAL;1.0;9.0;4;1
Bajo;GANADERIA;1.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44077.0;0.0;0.0;0.0;0.0;21319.0;0.0;0.0;112207.0;0.0;0.0;3.0;0.0;0.0;12.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AGROP;PERSONA NATURAL;0.0;29.0;6;1
Bajo;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;241441520.0;242979534.0;243131420.0;0.0;0.0;0.0;151886.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;11.0;0.0;2200067200.0;13286052.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;-151886.0;-151886.0;0.0;SOCINV;PERSONA JURIDICA COMERCIAL;1.0;22.0;5;1
Clave;VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN COMERCIOS ESPECIALIZADOS;1.0;0.0;1.0;34572560.0;2.0;5.0;32.0;0.0;6.0;363779401.0;516197174.0;516197174.0;447052054.0;0.0;17070860.0;0.0;99639873.0;532564394.0;532564394.0;75354806.0;96194849.0;39602145.0;407323038.0;714908.0;0.0;2.0;0.0;3.0;12.0;44.0;990642816.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;98575256.0;98575256.0;69145120.0;34572560.0;505935830.0;MINO;PERSONA JURIDICA COMERCIAL;1.0;20.0;5;1
Medio;OTRAS ACTIVIDADES DE DOTACION DE RECURSOS HUMANOS;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2921.0;0.0;0.0;0.0;0.0;20518.0;319328.0;0.0;107990.0;3361344.0;1.0;0.0;0.0;1.0;12.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SSPERS;PERSONA NATURAL;1.0;4.0;3;1
