PCA_comp_1,campo_72_Log10_sc,campo_26_Log10_sc,campo_84_Log10_sc,campo_83_Log10,campo_22,PCA_comp_2,campo_34_targetEncoder,campo_76_Log10_sc,campo_101_sc,campo_23_Log10_sc,campo_93,campo_61_Log10_sc,campo_87_Log10_sc,campo_79_sc,PCA_comp_9,PCA_comp_7,campo_104_Log10,campo_69_Log10
-109636979847.6413,0.7243048026441935,0.6675651889776107,0.4819336563206667,23.9964246352866,2.0,2679353035.914356,0.29979703857495116,1.1942149355311207,0.47487116543620495,0.9341348952485338,12218675981.0,-0.8272966469677814,1.4364514244988513,0.19576875815768732,-6715024373.896283,-5248885793.55303,1.791759469228055,0.0
-68230247378.07388,0.8333310023335756,0.7362851918778968,1.0561584131750212,22.44643977064353,5.0,10184274299.874477,0.29979703857495116,1.4731051032232334,0.47487116543620495,1.1084559519747372,1379910796.0,1.1721146202788657,0.9263883266153138,0.026788109343083604,65762003.806180164,-3350966267.231099,3.295836866004329,0.0
-145265441855.3117,0.4600345590757039,0.39654279585324664,0.16714280662035436,16.44191091063381,3.0,-9492816962.909431,0.29979703857495116,-0.6559725454980007,0.47487116543620495,0.6484527513260484,0.0,-0.8272966469677814,-1.3886628776823742,0.12962389525557205,-137854396.38221073,-306982076.43575996,3.3672958299864737,0.0
-79444153935.00844,0.7915392443974935,0.7234956086289734,0.8722271357039525,18.796780032863225,7.0,1435257119.159695,0.06640118379248813,1.3387916497682448,0.47487116543620495,1.0622997531102676,0.0,0.8922361885001745,0.7201021677170434,-0.04302440597399042,484181967.7251122,349151991.1182111,3.332204510175204,15.978039820402259
-146813483109.73526,0.19585808235731533,0.20802192749537302,0.6298630344594196,19.05547581202695,1.0,-9913227769.56208,0.29979703857495116,1.3207131794563491,0.47487116543620495,0.7147235754401418,0.0,1.0321754043895202,0.7626175110903228,0.13452334834398472,-168367252.16809708,-525705427.5449733,2.5649493574615367,0.0
